source_id,source_sub_id,start_time,duration,shape,xcen,ycen,flux,distance,fwhm_wd,fwhm_ht,phi,loop_ht,time_distribution,time_distribution_param1,time_distribution_param2,energy_spectrum_type,energy_spectrum_param1,energy_spectrum_param2,background_multiplier,background_multiplier_1, background_multiplier_2,background_multiplier_3,background_multiplier_4,background_multiplier_5,background_multiplier_6,background_multiplier_7,background_multiplier_8,background_multiplier_9,background_multiplier_10,background_multiplier_11,background_multiplier_12,background_multiplier_13,background_multiplier_14,background_multiplier_15,background_multiplier_16,background_multiplier_17,background_multiplier_18,background_multiplier_19,background_multiplier_20,background_multiplier_21,background_multiplier_22,background_multiplier_23,background_multiplier_24,background_multiplier_25,background_multiplier_26,background_multiplier_27,background_multiplier_28,background_multiplier_29,background_multiplier_30,background_multiplier_31,detector_override,pixel_override
0,0,0,100,,,,1,,,,,,uniform,,,uniform,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,5,gaussian,-10,10,4750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,,5,gaussian,-10,10,9500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,,5,gaussian,-10,10,14250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,5,gaussian,-10,10,19000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,,5,gaussian,-10,10,23750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,,5,gaussian,-10,10,28500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,,5,gaussian,-10,10,33250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,,5,gaussian,-10,10,38000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,,5,gaussian,-10,10,42750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,,5,gaussian,-10,10,47500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,,5,gaussian,-10,10,52250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,,5,gaussian,-10,10,57000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,5,gaussian,-10,10,61750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,5,gaussian,-10,10,66500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,,5,gaussian,-10,10,71250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,5,gaussian,-10,10,76000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,,5,gaussian,-10,10,80750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,,5,gaussian,-10,10,85500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,,5,gaussian,-10,10,90250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,20,,5,gaussian,-10,10,95000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,5,gaussian,10,-10,95000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,5,gaussian,10,-10,90250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,,5,gaussian,10,-10,85500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,,5,gaussian,10,-10,80750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,5,,5,gaussian,10,-10,76000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,,5,gaussian,10,-10,71250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,7,,5,gaussian,10,-10,66500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8,,5,gaussian,10,-10,61750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,9,,5,gaussian,10,-10,57000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10,,5,gaussian,10,-10,52250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11,,5,gaussian,10,-10,47500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,,5,gaussian,10,-10,42750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,13,,5,gaussian,10,-10,38000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,14,,5,gaussian,10,-10,33250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15,,5,gaussian,10,-10,28500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16,,5,gaussian,10,-10,23750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17,,5,gaussian,10,-10,19000,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,18,,5,gaussian,10,-10,14250,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,19,,5,gaussian,10,-10,9500,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20,,5,gaussian,10,-10,4750,1,5,5,,,uniform,,,powerlaw,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
